user_id,artist_id,plays
30,5844,9
30,6686,41
30,8097,1
30,9821,49
30,10352,3
30,11246,133
30,11859,2
30,12627,2
30,16180,38
30,16786,42
30,16978,14
30,18978,1
30,19828,19
31,9821,53
31,12048,29
31,12110,63
31,12138,2
31,13147,1
31,18315,6
32,114,3
32,2431,14
32,5230,2
32,9821,3
32,12263,1
32,12827,38
32,13312,39
32,15380,5
32,15465,10
32,16180,15
32,18964,55
33,51,4
33,896,5
33,1290,3
33,1336,125
33,1342,2
33,1613,8
33,1683,1
33,1755,3
33,2885,1
33,2925,14
33,3796,10
33,3914,2
33,4076,2
33,4652,2
33,5695,2
33,5844,1
33,6356,25
33,6414,19
33,7153,20
33,7224,6
33,7260,1
33,7363,8
33,7533,1
33,7663,8
33,7763,20
33,8991,2
33,9073,2
33,9288,1
33,9523,6
33,9752,2
33,9821,7
33,9950,5
33,10112,2
33,10685,2
33,10926,8
33,10933,3
33,11539,17
33,11748,1
33,12269,72
33,12422,3
33,12495,10
33,13217,2
33,13240,1
33,13317,4
33,13666,1
33,13988,1
33,14312,4
33,14479,32
33,14490,1
33,14770,16
33,14804,79
33,15048,8
33,15072,19
33,15227,25
33,15437,2
33,15891,2
33,16180,5
33,16498,3
33,16697,4
33,16848,27
33,17131,31
33,17403,11
33,17657,13
33,17771,16
33,18081,4
33,18650,49
33,18682,6
33,18964,12
33,19182,86
33,19221,8
33,19609,10
33,19626,9
34,550,3
34,1342,92
34,1643,50
34,3174,3
34,4076,2
34,4465,4
34,5565,56
34,5844,18
34,6040,4
34,6721,2
34,8319,10
34,9096,14
34,9156,3
34,9821,63
34,11998,3
34,13240,8
34,14092,1
34,15048,1
34,16107,1
34,16180,5
34,16470,1
34,18081,68
34,18650,5
35,295,1
35,438,52
35,600,2
35,605,3
35,792,5
35,1032,17
35,1461,12
35,1633,3
35,1766,1
35,1970,3
35,2309,5
35,2599,12
35,2756,1
35,2804,7
35,2925,17
35,3109,6
35,3278,14
35,3503,1
35,3914,79
35,3993,3
35,4076,1
35,4953,1
35,5004,37
35,5065,22
35,5415,6
35,5430,21
35,5600,2
35,5787,23
35,5844,3
35,6475,8
35,6497,3
35,7062,3
35,7260,31
35,8165,607
35,8404,10
35,8645,13
35,8945,1
35,9024,3
35,9064,22
35,9156,10
35,9303,5
35,9461,1
35,9541,60
35,9613,10
35,9821,165
35,9976,2
35,10183,4
35,10237,6
35,10260,10
35,10275,2
35,10279,1
35,10352,16
35,10847,1
35,10933,35
35,11239,5
35,11246,41
35,11777,1
35,11779,197
35,11854,17
35,11998,5
35,12110,8
35,12148,5
35,12495,7
35,12780,8
35,13033,3
35,13160,207
35,13240,67
35,13506,2
35,14454,1
35,14647,13
35,14770,22
35,14842,137
35,15134,13
35,15237,2
35,15429,1
35,15818,4
35,15891,2
35,15910,4
35,16107,1
35,16180,30
35,16331,1
35,16953,6
35,17158,4
35,18081,37
35,18291,2
35,18853,176
35,18949,3
35,19022,4
35,19142,9
35,19647,1
35,19653,2
35,19680,24
35,19718,2
35,19799,4
36,3143,5
36,5477,1
36,10592,10
36,17403,1
37,600,3
37,1679,15
37,9613,4
37,10352,366
37,14006,2
37,16180,5
37,19626,1
37,19875,5
38,3143,6
38,4076,3
38,4556,5
38,4924,15
38,5503,2
38,5844,1
38,8975,2
38,9821,3
38,10743,62
38,11097,34
38,11246,5
38,12827,10
38,13256,205
38,16180,8
38,16266,8
38,18081,3
38,18190,9
38,18291,20
39,32,4
39,182,338
39,394,2
39,2431,1
39,2756,16
39,4027,2
39,4170,3
39,4223,65
39,5844,4
39,6303,2
39,6721,9
39,7581,1
39,9821,706
39,10392,4
39,10413,15
39,11246,154
39,11486,5
39,11542,2
39,11986,7
39,12110,11
39,15616,4
39,16180,53
39,16544,5
39,18824,2
39,19792,3
40,807,157
40,2431,11
40,2756,12
40,4076,5
40,5844,3
40,6311,5
40,6922,7
40,9518,12
40,9821,3
40,14470,10
40,19328,2
41,938,35
41,2083,1
41,3267,30
41,3547,7
41,3854,6
41,4255,4
41,4331,3
41,4521,4
41,4794,8
41,5844,4
41,6487,83
41,6686,1
41,7037,1
41,9821,17
41,11998,7
41,12096,19
41,12138,8
41,12649,99
41,14470,1
41,14626,3
41,15293,2
41,15333,2
41,15424,2
41,15592,302
41,16180,7
41,16757,3
41,18340,16
42,2267,12
42,5092,1
42,5844,211
42,6686,6
42,7402,663
42,8038,2
42,8431,1
42,9207,4
42,9288,3
42,9541,1
42,9821,10
42,11244,59
42,11486,3
42,12185,2
42,12245,3
42,13240,1
42,13778,23
42,13811,3
42,14843,3
42,15397,6
42,16180,5
42,16331,5
42,16697,79
42,18081,19
42,19022,1
42,19142,11
42,19281,14
43,1766,11
43,11556,35
43,15307,14
44,211,111
44,608,6
44,817,18
44,1150,2
44,1875,2
44,3479,4
44,5787,2
44,5844,3
44,6223,1
44,7124,29
44,9480,16
44,9821,10
44,10331,13
44,11508,6
44,12121,1
44,12923,8
44,13506,18
44,15827,8
44,16290,3
44,17158,3
44,18027,1
44,18317,4
44,19022,8
44,19295,10
44,19740,11
45,51,8
45,605,3
45,735,5
45,932,15
45,1861,2
45,1996,3
45,2925,8
45,3387,1
45,5565,43
45,6908,1
45,7045,2
45,7062,4
45,7153,2
45,8317,22
45,9821,3
45,9957,24
45,10540,5
45,10896,1
45,11715,4
45,11967,6
45,12048,1
45,12143,2
45,12185,2
45,13256,1
45,13469,1
45,13911,1
45,14006,6
45,14490,2
45,14889,3
45,14985,12
45,15227,2
45,16180,5
45,16288,6
45,18762,3
45,19022,2
46,1614,4
46,1633,4
46,3181,26
46,4218,8
46,5585,103
46,6167,1
46,7482,2
46,9613,35
46,10260,3
46,10352,442
46,13506,193
46,14338,4
46,15072,27
46,16448,2
46,19010,3
46,19022,6
47,11246,10
47,13728,11
48,81,6
48,3647,3
48,3745,25
48,5844,1
48,9738,8
48,9821,10
48,9827,1
48,15134,3
48,18190,8
49,820,12
49,1469,1
49,1633,5
49,1755,7
49,1767,244
49,2925,4
49,3180,48
49,4076,1
49,4408,29
49,6040,1
49,6414,2
49,9821,89
49,13240,103
49,14006,4
49,15899,2
49,16479,36
49,16591,5
49,19684,1
49,19718,3
50,104,1
50,9821,10
50,12495,5
50,15592,4
50,19119,20
51,1342,2
51,3387,1
51,3547,2
51,3580,3
51,5230,3
51,6689,8
51,7045,7
51,7362,23
51,7422,8
51,8431,4
51,9461,1
51,9613,8
51,9821,26
51,9845,5
51,10112,11
51,11609,9
51,12138,32
51,12204,6
51,12255,9
51,12602,3
51,13435,30
51,13526,1
51,14490,2
51,15990,77
51,16786,478
51,17686,3
51,18064,7
51,19144,5
51,19269,2
51,19521,46
52,32,1
52,999,1
52,1392,3
52,1633,13
52,1641,2
52,1982,2
52,3143,8
52,4953,3
52,5844,16
52,6686,404
52,7045,1
52,7115,1
52,7378,5
52,7663,10
52,9821,17
52,10370,1
52,10933,5
52,11136,12
52,11187,2
52,13240,4
52,14478,2
52,16180,3
52,17131,16
52,17158,10
52,17345,9
53,1461,8
53,2454,29
53,4644,42
53,6311,19
53,7642,5
53,9821,158
53,11136,2
53,12149,4
53,13240,3
53,13728,14
53,15592,15
53,16008,4
53,16591,27
53,18949,1
54,829,3
54,938,1
54,1903,8
54,2522,2
54,3395,5
54,5723,7
54,5795,2
54,5844,4
54,12827,4
54,15226,11
54,16180,2
54,16953,5
55,27,19
55,104,3
55,460,5
55,605,137
55,1284,14
55,1627,280
55,1982,19
55,2267,1
55,6529,7
55,7188,9
55,7260,7
55,9821,3
55,9864,3
55,12495,5
55,14859,1
56,3448,2
56,7224,4
56,9613,1
56,9821,7
56,11998,9
56,13182,19
56,13877,15
56,16269,36
56,17131,1
56,18682,2
56,19269,3
56,19423,121
57,1918,2
57,9821,13
57,11247,1
58,4076,1
58,6696,2
58,8319,45
58,8631,1
58,9821,3
58,15318,21
58,15424,3
58,16180,27
59,1982,2
59,2590,3
59,5565,81
59,5695,1
59,7567,2
59,8051,3
59,8975,1
59,9523,3
59,9821,26
59,14490,1
59,17686,2
59,18190,15
59,19009,2
60,63,5
60,1446,188
60,1633,71
60,2606,1
60,2630,1
60,2925,1
60,3580,3
60,3590,10
60,3796,2
60,4076,12
60,5450,179
60,5891,2
60,6003,84
60,6414,49
60,6487,2
60,7062,3
60,7673,1
60,7763,1
60,7768,2
60,8094,3
60,9461,5
60,9613,3
60,9821,76
60,10237,2
60,10352,3
60,11246,3
60,11468,6
60,11539,22
60,11542,7
60,11810,13
60,12495,1
60,12602,3
60,13240,11
60,13538,20
60,13563,1
60,14602,3
60,14647,40
60,14770,4
60,15072,95
60,15899,14
60,15966,4
60,16591,6
60,16598,1
60,16757,1
60,17561,3
60,18682,49
60,19010,5
60,19182,2
60,19704,1
60,19718,7
61,820,3
61,2530,4
61,2699,6
61,2775,10
61,3143,3
61,4076,235
61,5479,2
61,5969,1
61,9096,7
61,9518,2
61,9821,46
61,10856,30
61,11171,2
61,11486,53
61,12096,11
61,12530,11
61,12602,1
61,14770,15
61,16107,8
61,16180,41
61,17158,36
61,18081,24
61,19524,4
61,19718,3
62,51,26
62,290,153
62,296,19
62,393,44
62,447,3
62,1095,2
62,2379,1
62,2599,1
62,2885,3
62,3109,15
62,3796,8
62,3876,3
62,4114,16
62,4218,9
62,4418,2
62,4666,3
62,5922,10
62,6908,4
62,6939,2
62,7281,2
62,7331,10
62,7942,2
62,8431,30
62,9024,1
62,9403,73
62,9821,86
62,10279,70
62,10685,1
62,10916,1
62,10936,54
62,11246,4
62,12420,28
62,12427,2
62,13033,2
62,13240,3
62,13728,22
62,14066,3
62,14364,1
62,15048,2
62,15199,3
62,16112,4
62,16180,13
62,17158,8
62,17223,7
62,17323,1
62,17686,54
62,17917,2
62,18317,9
62,18551,4
62,19322,3
62,19490,2
62,19704,6
63,5450,21
63,5845,6
63,11986,34
64,81,16
64,3387,2
64,4076,15
64,9821,23
64,11246,4
64,11998,2
64,15072,4
64,18190,3
65,15,18
65,27,27
65,290,14
65,613,3
65,638,1
65,673,2
65,1317,16
65,1342,146
65,1461,33
65,1641,92
65,2599,4
65,2795,3
65,2925,29
65,3146,1
65,3169,2
65,3267,10
65,3580,4
65,4218,1
65,4399,12
65,4617,3
65,4650,8
65,4751,5
65,4876,4
65,5230,250
65,5430,1
65,5459,1
65,5477,16
65,5583,7
65,5794,1
65,5844,11
65,5998,13
65,6311,8
65,6859,50
65,7062,1
65,7260,2
65,7642,14
65,8431,7
65,8832,4
65,9024,1
65,9136,37
65,9620,2
65,9821,33
65,9864,1
65,10024,2
65,10352,7
65,10743,142
65,10847,12
65,10853,1
65,10896,2
65,11244,1
65,11246,6
65,11458,6
65,11556,3
65,12048,9
65,12255,5
65,12495,1
65,12530,9
65,12641,2
65,12827,33
65,13240,10
65,13728,2
65,13841,3
65,13988,2
65,14058,134
65,14479,5
65,14610,3
65,14626,54
65,15048,33
65,15174,1
65,15257,2
65,15429,13
65,16107,2
65,16180,3
65,16269,3
65,16398,17
65,16597,4
65,16774,12
65,17044,4
65,17109,5
65,17158,5
65,17588,1
65,17686,497
65,17821,41
65,17829,7
65,17946,6
65,17988,1
65,18132,2
65,18268,32
65,18272,21
65,18734,2
65,18925,7
65,18949,2
65,19022,2
65,19144,4
65,19697,1
66,6040,11
66,10260,2
66,12649,1
66,13240,21
66,14006,97
66,15174,18
67,3503,10
67,4296,5
67,13240,6
67,18262,9
67,19022,21
67,19647,5
68,1150,24
68,4418,11
68,6908,25
68,7595,32
68,9821,82
68,10973,2
68,13240,3
68,15072,57
68,16180,2
69,114,15
69,116,2
69,197,8
69,201,27
69,274,31
69,295,1
69,513,3
69,550,6
69,735,14
69,927,3
69,1023,11
69,1342,1
69,1469,1
69,1918,2
69,1996,20
69,2213,4
69,2590,17
69,2599,11
69,2901,174
69,3143,106
69,3448,7
69,3474,11
69,3667,12
69,3875,32
69,4076,2
69,4114,1
69,4218,2
69,4326,2
69,4639,2
69,4751,4
69,5230,4
69,5450,10
69,5844,103
69,6282,3
69,6475,8
69,6821,2
69,7224,2
69,7736,1
69,8361,23
69,8404,8
69,8991,7
69,9168,3
69,9613,104
69,9821,3
69,10352,4
69,10847,8
69,11486,1
69,11504,3
69,11508,19
69,11539,11
69,11676,4
69,11810,4
69,12152,5
69,12263,1
69,12314,3
69,12372,7
69,12652,3
69,12804,2
69,13184,26
69,13240,7
69,13318,4
69,13327,2
69,13600,8
69,14340,12
69,14479,9
69,14859,4
69,15048,2
69,15619,55
69,15925,1
69,15983,77
69,16180,23
69,16269,2
69,16290,32
69,16591,1
69,16669,3
69,17034,76
69,17295,3
69,17403,6
69,17686,17
69,18467,3
69,18643,1
69,18680,1
69,18994,1
69,19022,12
69,19193,23
69,19221,1
69,19269,2
69,19340,1
69,19521,6
69,19716,4
70,6689,10
70,7062,1
70,8319,634
70,9821,7
70,12048,200
70,18081,27
71,1290,4
71,1501,4
71,1679,4
71,1903,14
71,4016,3
71,5479,24
71,5844,64
71,6311,2
71,7876,1
71,9821,59
71,11998,4
71,12048,3
71,12096,24
71,12149,29
71,12184,1
71,12300,68
71,15285,2
71,15827,1
71,16495,4
71,17403,1
71,19647,4
72,613,8
72,5450,44
72,5762,2
72,5844,5
72,7281,3
72,8974,96
72,9821,3
72,10352,22
72,13439,16
72,13563,3
72,14479,175
72,14757,1
72,15365,1
72,15616,11
72,16180,12
72,16838,1
72,17323,104
72,19142,1
73,14314,35
73,19533,1
74,1044,353
74,3143,6
74,3503,3
74,3547,9
74,4079,1
74,5065,3
74,5844,5
74,7145,5
74,15397,204
74,18081,4
74,19535,2
74,19740,9
75,651,96
75,1336,8
75,10671,18
75,12149,1
75,13240,7
75,15174,8
75,15592,6
76,104,65
76,594,1
76,1336,3
76,1446,32
76,3015,2
76,3174,2
76,4076,4
76,4924,3
76,5004,9
76,5844,1
76,6908,1
76,7037,17
76,8397,3
76,8823,33
76,9428,17
76,9821,59
76,12185,6
76,13363,5
76,13889,3
76,15514,2
76,16180,8
76,16352,4
76,17989,2
76,18579,1
77,513,2
77,550,30
77,605,4
77,1446,11
77,1470,2
77,2015,3
77,2621,30
77,2679,3
77,2925,6
77,3143,135
77,3474,6
77,3638,1
77,3647,23
77,3790,1
77,4521,144
77,4744,4
77,4924,2
77,5415,8
77,5695,5
77,5844,1
77,6040,11
77,6217,4
77,7257,2
77,7281,19
77,7876,16
77,9168,12
77,9394,19
77,9613,8
77,9821,482
77,10024,2
77,10279,1
77,10352,25
77,10671,33
77,10896,3
77,11244,2
77,11946,5
77,12110,6
77,12192,1
77,12420,51
77,12495,86
77,12676,6
77,12827,12
77,13995,88
77,14338,1
77,14369,7
77,14843,5
77,14906,3
77,14985,3
77,15429,9
77,15565,7
77,15818,2
77,15823,4
77,16180,2
77,16269,6
77,16288,2
77,16331,2
77,16598,2
77,16669,2
77,16968,12
77,17045,4
77,17686,17
77,17751,3
77,18081,26
77,18291,14
77,18628,7
77,18800,22
77,19524,3
77,19792,3
78,1032,16
78,1508,16
78,4074,2
78,9620,5
78,9821,1297
78,11486,14
78,16331,11
78,16752,161
78,19521,49
79,1931,3
79,4076,5
79,9864,3
79,12184,10
79,12255,6
79,13563,4
79,14712,55
79,16757,4
79,19644,13
80,22,9
80,104,7
80,197,317
80,295,45
80,550,2
80,594,2
80,600,79
80,726,8
80,792,19
80,901,9
80,927,2
80,1446,5
80,1508,256
80,1641,2
80,1982,2
80,2108,1
80,2126,13
80,2431,29
80,2606,17
80,2679,11
80,2853,9
80,2992,5
80,3387,36
80,3547,3
80,3573,3
80,3580,11
80,3590,4
80,3667,1
80,3796,1
80,3874,4
80,3914,100
80,3973,3
80,4076,5
80,4079,3
80,4114,12
80,4262,1
80,4399,2
80,4490,8
80,4521,3
80,4556,1
80,4583,7
80,4664,15
80,4674,6
80,4924,8
80,4938,2
80,5450,22
80,5583,14
80,5844,12
80,5852,40
80,5998,1
80,6217,34
80,6223,3
80,6311,1
80,6341,56
80,6356,1
80,6475,4
80,6625,17
80,6908,14
80,7037,58
80,7078,77
80,7224,21
80,7281,4
80,7736,21
80,8279,8
80,8319,7
80,8431,5
80,9024,3
80,9025,4
80,9038,37
80,9156,1
80,9168,5
80,9288,14
80,9518,20
80,9752,1
80,9821,3
80,9950,6
80,9957,6
80,10260,10
80,10331,6
80,10352,1
80,10413,22
80,10469,10
80,10618,34
80,10671,43
80,10743,13
80,10847,71
80,10916,83
80,11107,19
80,11246,11
80,11284,48
80,11539,6
80,11556,1
80,11779,3
80,11798,26
80,11815,1
80,11986,2
80,11998,5
80,12138,1
80,12187,45
80,12210,3
80,12495,1
80,12530,4
80,12602,11
80,13182,2
80,13240,20
80,13317,4
80,13466,2
80,13506,4
80,13889,7
80,14006,16
80,14338,17
80,14340,2
80,14347,21
80,14479,25
80,14843,3
80,14859,2
80,15048,2
80,15149,2
80,15318,7
80,15394,3
80,15429,2
80,15465,1
80,15565,1
80,16112,17
80,16180,3
80,16288,4
80,16352,9
80,16591,12
80,16848,2
80,17059,1
80,17158,3
80,17393,3
80,17457,4
80,17555,4
80,17603,5
80,17686,15
80,18081,6
80,18158,13
80,18262,3
80,18272,9
80,18291,13
80,18317,4
80,18949,1
80,19022,11
80,19255,2
80,19328,2
80,19538,2
80,19544,28
80,19626,304
81,1241,1
81,5479,46
81,7224,2
81,7444,1
81,9821,76
81,17059,88
82,613,11
82,1508,1
82,9821,40
83,513,1
83,788,37
83,1244,11
83,2214,159
83,2947,12
83,3667,6
83,4076,29
83,4255,14
83,4521,11
83,4893,42
83,5787,310
83,5844,5
83,6487,8
83,6513,8
83,7153,4
83,8431,41
83,8994,93
83,9096,2
83,9102,324
83,9613,13
83,9821,46
83,10413,1
83,10592,43
83,10718,4
83,10743,9
83,10916,16
83,11085,6
83,11246,24
83,11810,1
83,12556,1
83,13240,1
83,13317,5
83,13396,1
83,14092,2
83,14449,3
83,15424,24
83,15434,1
83,15592,3
83,15639,3
83,15990,17
83,16180,3
83,16479,1
83,16711,2
83,17158,2
83,17452,12
83,18081,2
83,18228,28
83,18994,3
84,5998,24
84,9821,26
84,11401,1
84,13563,3
84,14219,6
84,14935,16
84,15227,4
84,15747,12
84,15890,1
84,16697,1
84,19718,15
85,2885,3
85,8397,53
85,8561,3
85,9168,4
85,9821,23
85,11312,1
85,13420,9
85,14273,4
85,14610,5
85,15397,3
85,15823,3
85,16107,3
85,16180,176
85,16912,24
85,17461,2
85,17686,5
86,51,80
86,63,2
86,116,1
86,447,3
86,594,14
86,861,1
86,901,4
86,1446,10
86,1461,8
86,1504,1
86,1576,9
86,1641,5
86,1778,55
86,1834,14
86,2530,2
86,2606,3
86,2787,17
86,2885,1
86,2925,9
86,2944,4
86,3547,470
86,3647,2
86,3659,2
86,3667,2
86,3985,4
86,4076,122
86,4331,32
86,4418,8
86,4521,1
86,4794,40
86,5065,1
86,5152,2
86,5181,3
86,5230,4
86,5329,8
86,5450,10
86,5844,1
86,6048,4
86,6096,3
86,6241,2
86,6356,23
86,7037,109
86,8559,28
86,8991,4
86,9024,23
86,9038,17
86,9096,1
86,9247,7
86,9613,2
86,9821,10
86,9851,51
86,10279,176
86,10331,20
86,10352,3
86,10639,198
86,10671,1
86,10743,17
86,10916,3
86,11085,1
86,11136,2
86,11187,1
